"Postcode","OA_Code","Total","Percentage"
"HG4 4PF","E00140996",3,50
"HG4 4PF","E00141377",3,50
"HG4 4PJ","E00140999",2,25
"HG4 4PJ","E00141377",6,75
"HG4 5AW","E00141009",1,20
"HG4 5AW","E00141017",4,80
"HG4 5BH","E00141015",9,69
"HG4 5BH","E00141016",4,31
"HG4 5BP","E00141015",48,96
"HG4 5BP","E00141016",2,4
"HG4 5BU","E00141006",8,18
"HG4 5BU","E00141016",37,82
"HG4 5DT","E00141015",3,38
"HG4 5DT","E00141254",5,63
"HG4 5EJ","E00141254",6,75
"HG4 5EJ","E00141258",2,25
"HG4 5HL","E00141254",4,18
"HG4 5HL","E00141255",18,82
"HG4 5LW","E00140686",2,7
"HG4 5LW","E00140690",22,81
"HG4 5LW","E00140899",3,11
"HG5 0AS","E00140904",53,95
"HG5 0AS","E00140917",2,4
"HG5 0AS","E00140918",1,2
"HG5 0AY","E00140904",3,9
"HG5 0AY","E00140918",29,91
"HG5 0BD","E00140904",6,6
"HG5 0BD","E00140912",88,94
"HG5 0DA","E00140906",80,99
"HG5 0DA","E00140911",1,1
"HG5 0DJ","E00140904",2,3
"HG5 0DJ","E00140906",63,97
"HG5 0EP","E00140911",20,69
"HG5 0EP","E00140914",9,31
"HG5 0ER","E00140914",2,7
"HG5 0ER","E00140915",28,93
"HG5 0FD","E00140907",10,56
"HG5 0FD","E00140920",8,44
"HG5 0LN","E00140939",5,4
"HG5 0LN","E00140944",111,96
"HG5 0NY","E00140908",165,99
"HG5 0NY","E00140920",1,1
"HG5 0PS","E00140906",37,97
"HG5 0PS","E00140920",1,3
"HG5 0PX","E00140908",2,2
"HG5 0PX","E00140920",80,98
"HG5 0QG","E00140953",2,50
"HG5 0QG","E00171019",2,50
"HG5 0RR","E00141086",39,95
"HG5 0RR","E00141089",2,5
"HG5 0RX","E00141089",14,67
"HG5 0RX","E00171021",7,33
"HG5 0ST","E00140920",4,80
"HG5 0ST","E00140929",1,20
"HG5 0SU","E00140920",2,33
"HG5 0SU","E00141089",4,67
"HG5 0SW","E00140928",7,50
"HG5 0SW","E00140929",7,50
"HG5 0TJ","E00140916",8,40
"HG5 0TJ","E00140919",12,60
"HG5 0TS","E00140929",8,44
"HG5 0TS","E00141089",10,56
"HG5 0TZ","E00140929",5,71
"HG5 0TZ","E00141089",2,29
"HG5 0UX","E00140945",17,52
"HG5 0UX","E00171022",16,48
"HG5 0UZ","E00140945",25,27
"HG5 0UZ","E00171022",67,73
"HG5 0WA","E00140945",7,25
"HG5 0WA","E00171019",21,75
"HG5 0WF","E00140945",8,11
"HG5 0WF","E00171019",19,25
"HG5 0WF","E00171022",49,64
"HG5 0WL","E00140945",6,15
"HG5 0WL","E00171022",34,85
"HG5 8AU","E00140922",2,33
"HG5 8AU","E00140925",4,67
"HG5 8AZ","E00140921",2,9
"HG5 8AZ","E00140922",20,91
"HG5 8BH","E00140921",63,93
"HG5 8BH","E00140926",5,7
"HG5 8BQ","E00140921",75,97
"HG5 8BQ","E00140922",2,3
"HG5 8DE","E00140926",60,97
"HG5 8DE","E00140936",2,3
"HG5 8DL","E00140921",1,33
"HG5 8DL","E00140922",2,67
"HG5 8EE","E00140923",6,10
"HG5 8EE","E00140927",53,90
"HG5 8EP","E00140924",47,89
"HG5 8EP","E00140927",6,11
"HG5 8EW","E00140924",3,5
"HG5 8EW","E00140933",56,95
"HG5 8HG","E00140931",4,4
"HG5 8HG","E00140932",95,96
"HG5 8HX","E00140923",77,95
"HG5 8HX","E00140934",4,5
"HG5 8JU","E00140864",2,25
"HG5 8JU","E00140935",6,75
"HG5 8JY","E00140864",3,4
"HG5 8JY","E00140935",66,96
"HG5 8JZ","E00140935",13,76
"HG5 8JZ","E00140936",4,24
"HG5 8LG","E00140928",30,88
"HG5 8LG","E00140929",4,12
"HG5 8LS","E00140923",121,81
"HG5 8LS","E00141095",29,19
"HG5 9BY","E00140938",87,98
"HG5 9BY","E00140953",2,2
"HG5 9DG","E00140938",9,75
"HG5 9DG","E00140947",3,25
"HG5 9EJ","E00140948",2,4
"HG5 9EJ","E00140949",52,96
"HG5 9ET","E00140939",8,6
"HG5 9ET","E00140949",121,94
"HG5 9HA","E00140937",26,79
"HG5 9HA","E00140953",7,21
"HG5 9HG","E00140800",2,3
"HG5 9HG","E00140946",66,97
"HG5 9HJ","E00140791",13,65
"HG5 9HJ","E00140799",7,35
"HG5 9HS","E00140799",2,5
"HG5 9HS","E00140800",42,95
"HG5 9HW","E00140799",32,94
"HG5 9HW","E00140800",2,6
"HG5 9JA","E00140800",48,94
"HG5 9JA","E00140953",3,6
"HG5 9JG","E00140795",2,4
"HG5 9JG","E00140796",47,96
"HG5 9JW","E00140795",7,78
"HG5 9JW","E00140800",2,22
"HG5 9LE","E00140800",8,73
"HG5 9LE","E00140801",3,27
"HP100DE","E00090471",13,93
"HP100DE","E00090480",1,7
"HP100EE","E00090468",2,14
"HP100EE","E00090484",12,86
"HP100FH","E00090477",10,26
"HP100FH","E00090480",29,74
"HP100FL","E00090477",20,83
"HP100FL","E00090480",4,17
"HP100JG","E00090043",35,41
"HP100JG","E00090469",51,59
"HP100JW","E00089981",4,31
"HP100JW","E00090469",9,69
"HP100NE","E00090479",4,9
"HP100NE","E00090480",39,91
"HP100NY","E00090479",17,74
"HP100NY","E00090480",6,26
"HP100PE","E00090474",4,67
"HP100PE","E00090475",2,33
"HP100PF","E00090474",10,91
"HP100PF","E00090475",1,9
"HP108AA","E00089726",5,83
"HP108AA","E00090494",1,17
"HP108AE","E00089726",6,9
"HP108AE","E00090491",63,91
"HP108AG","E00089725",61,90
"HP108AG","E00089726",2,3
"HP108AG","E00090491",5,7
"HP108AL","E00090227",2,6
"HP108AL","E00090490",30,94
"HP108BQ","E00090487",3,3
"HP108BQ","E00090490",88,97
"HP108DJ","E00089726",4,7
"HP108DJ","E00090494",54,93
"HP108EE","E00090498",1,17
"HP108EE","E00090500",5,83
"HP108EL","E00090498",48,98
"HP108EL","E00090499",1,2
"HP108EW","E00090497",55,93
"HP108EW","E00090500",4,7
"HP108HA","E00090216",2,40
"HP108HA","E00090223",3,60
"HP108HY","E00090216",68,94
"HP108HY","E00090495",4,6
"HP108JG","E00090492",81,95
"HP108JG","E00090495",4,5
"HP108LN","E00089726",5,21
"HP108LN","E00090499",19,79
"HP108LQ","E00089726",36,88
"HP108LQ","E00090494",3,7
"HP108LQ","E00090499",2,5
"HP108LY","E00089726",14,64
"HP108LY","E00090498",3,14
"HP108LY","E00090499",5,23
"HP108NA","E00089726",8,89
"HP108NA","E00090499",1,11
"HP108ND","E00089726",16,43
"HP108ND","E00090499",16,43
"HP108ND","E00090501",5,14
"HP108NJ","E00089736",13,25
"HP108NJ","E00090499",38,75
"HP108PG","E00089733",7,58
"HP108PG","E00089736",5,42
"HP109AG","E00090130",4,67
"HP109AG","E00090132",2,33
"HP109DY","E00090144",3,14
"HP109DY","E00090146",19,86
"HP109HS","E00090134",1,2
"HP109HS","E00090137",52,98
"HP109HT","E00090134",35,90
"HP109HT","E00090484",4,10
"HP109LA","E00090135",4,5
"HP109LA","E00090136",75,95
"HP109LT","E00090129",8,9
"HP109LT","E00090131",77,91
"HP109NS","E00090131",3,16
"HP109NS","E00090145",16,84
"HP109NT","E00090131",1,7
"HP109NT","E00090145",13,93
"HP109PG","E00090129",6,86
"HP109PG","E00090145",1,14
"HP109QN","E00090486",49,96
"HP109QN","E00090489",2,4
"HP109RH","E00090489",42,91
"HP109RH","E00090503",4,9
"HP111BT","E00172603",123,92
"HP111BT","E00172605",11,8
"HP111FQ","E00090006",4,44
"HP111FQ","E00090008",5,56
"HP111HF","E00090488",2,6
"HP111HF","E00090508",31,94
"HP111HT","E00090339",2,9
"HP111HT","E00090349",20,91
"HP111JQ","E00090355",3,15
"HP111JQ","E00090508",17,85
"HP111LD","E00090488",2,14
"HP111LD","E00090508",12,86
"HP111QQ","E00089995",10,19
"HP111QQ","E00090006",44,81
"HP111QW","E00089995",7,58
"HP111QW","E00090006",5,42
"HP111TH","E00090009",20,51
"HP111TH","E00090036",19,49
"HP111TS","E00090009",12,23
"HP111TS","E00090036",40,77
"HP112AT","E00172600",1,1
"HP112AT","E00172601",104,99
"HP112LR","E00090322",30,77
"HP112LR","E00090324",9,23
"HP112LY","E00090321",2,7
"HP112LY","E00090324",26,93
"HP112RD","E00090318",24,17
"HP112RD","E00090327",116,83
"HP1 1AB","E00118767",4,40
"HP1 1AB","E00118778",6,60
"HP1 1FZ","E00118776",19,86
"HP1 1FZ","E00118781",3,14
"HP1 1NA","E00118769",1,4
"HP1 1NA","E00118783",24,96
"HP1 1NP","E00118769",27,93
"HP1 1NP","E00118776",2,7
"HP1 1PE","E00118767",135,98
"HP1 1PE","E00118782",3,2
"HP1 1QQ","E00118781",2,3
"HP1 1QQ","E00118782",61,97
"HP1 1RF","E00118768",7,88
"HP1 1RF","E00118782",1,13
"HP1 1RZ","E00118772",3,7
"HP1 1RZ","E00119007",40,93
"HP1 1SA","E00118772",23,59
"HP1 1SA","E00119007",16,41
"HP1 1SD","E00118773",16,47
"HP1 1SD","E00119007",18,53
"HP1 1ST","E00118862",82,98
"HP1 1ST","E00118871",2,2
"HP1 1SU","E00118862",59,94
"HP1 1SU","E00118871",4,6
"HP1 1TS","E00118775",1,3
"HP1 1TS","E00118862",31,97
"HP1 1TW","E00118770",45,94
"HP1 1TW","E00118774",3,6
"HP1 1XG","E00118767",15,23
"HP1 1XG","E00118781",51,77
"HP1 1XH","E00118861",15,47
"HP1 1XH","E00118862",17,53
"HP123AE","E00090320",41,84
"HP123AE","E00090371",8,16
"HP123AN","E00090370",3,43
"HP123AN","E00090371",4,57
"HP123AQ","E00090320",56,79
"HP123AQ","E00090371",15,21
"HP123AS","E00090358",2,3
"HP123AS","E00090370",59,97
"HP123BG","E00090323",31,52
"HP123BG","E00090373",29,48
"HP123BP","E00090360",7,6
"HP123BP","E00090372",101,94
"HP123BQ","E00090320",51,41
"HP123BQ","E00090373",74,59
"HP123FP","E00090316",96,91
"HP123FP","E00090326",10,9
"HP123FY","E00090317",16,62
"HP123FY","E00090325",10,38
"HP123XA","E00090326",25,96
"HP123XA","E00090360",1,4
"HP123XB","E00090326",34,79
"HP123XB","E00090360",9,21
"HP124BD","E00090093",31,53
"HP124BD","E00090358",28,47
"HP124BF","E00090029",12,67
"HP124BF","E00090037",6,33
"HP124BJ","E00090093",10,67
"HP124BJ","E00090359",5,33
"HP124BX","E00090359",30,68
"HP124BX","E00090362",1,2
"HP124BX","E00090363",13,30
"HP124FE","E00090028",15,54
"HP124FE","E00090034",13,46
"HP124HX","E00090361",37,95
"HP124HX","E00090362",2,5
"HP124JF","E00090364",5,4
"HP124JF","E00090365",108,96
"HP124PZ","E00090010",98,75
"HP124PZ","E00090039",33,25
"HP124RS","E00090030",31,44
"HP124RS","E00090357",40,56
"HP124UA","E00090010",89,94
"HP124UA","E00090028",6,6
"HP1 2AT","E00118778",9,11
"HP1 2AT","E00118794",76,89
"HP1 2BN","E00118783",4,27
"HP1 2BN","E00118785",3,20
"HP1 2BN","E00118799",8,53
"HP1 2HW","E00119008",5,25
"HP1 2HW","E00119011",15,75
"HP1 2JA","E00118793",1,1
"HP1 2JA","E00118795",94,99
"HP1 2JX","E00118784",3,6
"HP1 2JX","E00118794",45,94
"HP1 2LB","E00118787",17,40
"HP1 2LB","E00119005",25,60
"HP1 2PF","E00118787",27,49
"HP1 2PF","E00119001",28,51
"HP1 2PW","E00119012",1,2
"HP1 2PW","E00119013",46,98
"HP1 2QG","E00119003",67,96
"HP1 2QG","E00119014",3,4
"HP1 2QJ","E00119003",2,3
"HP1 2QJ","E00119014",71,97
"HP1 2RN","E00118740",32,89
"HP1 2RN","E00118746",4,11
"HP1 2RX","E00118689",5,29
"HP1 2RX","E00118740",12,71
"HP1 2RY","E00118689",14,70
"HP1 2RY","E00118740",6,30
"HP135AJ","E00090418",5,36
"HP135AJ","E00172619",9,64
"HP135BB","E00090170",3,75
"HP135BB","E00090419",1,25
"HP135DQ","E00172600",11,85
"HP135DQ","E00172606",2,15
"HP135GN","E00090116",1,5
"HP135GN","E00090117",19,95
"HP135LL","E00090113",2,7
"HP135LL","E00090122",25,93
"HP135LQ","E00090101",12,55
"HP135LQ","E00090103",10,45
"HP135LS","E00090114",27,52
"HP135LS","E00090122",25,48
"HP135LT","E00090114",44,50
"HP135LT","E00090122",44,50
"HP135LY","E00090108",14,42
"HP135LY","E00090114",19,58
"HP135QG","E00090394",47,98
"HP135QG","E00090400",1,2
"HP135SJ","E00090101",4,5
"HP135SJ","E00090109",81,95
"HP135TP","E00090121",37,90
"HP135TP","E00090126",4,10
"HP135TR","E00090121",1,1
"HP135TR","E00090124",139,82
"HP135TR","E00090125",30,18
"HP135TZ","E00090113",3,3
"HP135TZ","E00090120",107,97
"HP135US","E00090120",5,5
"HP135US","E00090127",101,95
"HP135UY","E00090104",2,2
"HP135UY","E00090125",113,98
"HP135YN","E00090123",2,8
"HP135YN","E00090124",22,92
"HP135YZ","E00090125",3,5
"HP135YZ","E00090126",52,95
"HP136AD","E00090342",8,89
"HP136AD","E00172607",1,11
"HP136AH","E00090343",2,5
"HP136AH","E00172605",41,95
"HP136BU","E00090066",29,24
"HP136BU","E00090402",92,76
"HP136ES","E00090416",4,22
"HP136ES","E00090417",14,78
"HP136FZ","E00090405",24,63
"HP136FZ","E00090412",14,37
"HP136HP","E00090075",17,61
"HP136HP","E00090416",11,39
"HP136PN","E00090393",8,57
"HP136PN","E00090405",6,43
"HP136PR","E00090393",2,2
"HP136PR","E00090405",99,98
"HP136QU","E00090393",65,94
"HP136QU","E00090408",4,6
"HP136RG","E00172606",14,67
"HP136RG","E00172607",7,33
"HP136TS","E00090067",81,59
"HP136TS","E00090436",56,41
"HP136TT","E00090067",85,71
"HP136TT","E00090436",35,29
"HP136TZ","E00090065",13,33
"HP136TZ","E00090402",26,67
"HP136UG","E00090067",25,35
"HP136UG","E00090437",46,65
"HP136UQ","E00090067",20,30
"HP136UQ","E00090437",47,70
"HP136XA","E00090407",151,93
"HP136XA","E00090410",11,7
"HP136XP","E00090062",12,9
"HP136XP","E00090074",121,91
"HP136XZ","E00090069",109,99
"HP136XZ","E00090423",1,1
"HP137AD","E00172602",33,23
"HP137AD","E00172605",109,77
"HP137BF","E00090346",17,57
"HP137BF","E00172602",13,43
"HP137EJ","E00090348",33,97
"HP137EJ","E00172618",1,3
"HP137EU","E00090299",104,96
"HP137EU","E00090311",4,4
"HP137FW","E00090420",21,13
"HP137FW","E00090434",143,87
"HP137FZ","E00172612",41,54
"HP137FZ","E00172613",35,46
"HP137HA","E00090303",111,93
"HP137HA","E00090306",9,8
"HP137LE","E00090073",72,95
"HP137LE","E00090425",4,5
"HP137LW","E00090424",3,6
"HP137LW","E00090426",47,94
"HP137LZ","E00090422",38,97
"HP137LZ","E00090424",1,3
"HP137PB","E00090507",40,53
"HP137PB","E00172614",36,47
"HP137QD","E00090401",34,39
"HP137QD","E00090421",53,61
"HP137RZ","E00090063",21,54
"HP137RZ","E00172612",18,46
"HP137TJ","E00090431",22,71
"HP137TJ","E00090433",9,29
"HP137TY","E00090427",4,5
"HP137TY","E00090431",84,95
"HP137UE","E00090427",113,61
"HP137UE","E00090431",52,28
"HP137UE","E00090433",21,11
"HP137UH","E00090431",36,30
"HP137UH","E00090433",85,70
"HP137WX","E00090346",22,50
"HP137WX","E00172602",22,50
"HP137XN","E00090298",122,97
"HP137XN","E00090305",4,3
"HP1 3AL","E00118868",5,42
"HP1 3AL","E00118869",7,58
"HP1 3AT","E00118865",54,96
"HP1 3AT","E00118869",2,4
"HP1 3AU","E00118825",2,3
"HP1 3AU","E00118865",62,97
"HP1 3BA","E00118825",2,50
"HP1 3BA","E00119022",2,50
"HP1 3BB","E00119022",23,88
"HP1 3BB","E00119023",3,12
"HP1 3BN","E00118665",4,7
"HP1 3BN","E00119022",56,93
"HP1 3DB","E00118659",2,29
"HP1 3DB","E00118665",5,71
"HP1 3EN","E00118819",6,26
"HP1 3EN","E00118821",17,74
"HP1 3PS","E00119009",29,97
"HP1 3PS","E00119010",1,3
"HP1 3PX","E00119000",27,96
"HP1 3PX","E00119009",1,4
"HP1 3QF","E00119004",1,2
"HP1 3QF","E00119006",4,8
"HP1 3QF","E00119007",46,90
"HP1 3QP","E00119006",61,94
"HP1 3QP","E00119007",4,6
"HP1 3RG","E00119014",3,11
"HP1 3RG","E00119015",24,89
"HP143AH","E00090091",41,95
"HP143AH","E00090092",2,5
"HP143AL","E00090091",9,90
"HP143AL","E00090093",1,10
"HP143DB","E00090380",4,21
"HP143DB","E00090390",15,79
"HP143DN","E00090079",32,97
"HP143DN","E00090082",1,3
"HP143FG","E00090383",2,25
"HP143FG","E00090386",6,75
"HP143FY","E00090380",4,80
"HP143FY","E00090391",1,20
"HP143GY","E00090386",2,8
"HP143GY","E00090387",23,92
"HP143JF","E00090081",2,5
"HP143JF","E00090083",40,95
"HP143JG","E00090081",9,90
"HP143JG","E00090083",1,10
"HP143LA","E00090081",37,95
"HP143LA","E00090084",2,5
"HP143ND","E00090086",3,13
"HP143ND","E00090089",21,88
"HP143NL","E00090086",18,86
"HP143NL","E00090089",3,14
"HP143NQ","E00090086",1,2
"HP143NQ","E00090089",64,98
"HP143NW","E00090077",2,33
"HP143NW","E00090080",4,67
"HP143PS","E00090085",36,90
"HP143PS","E00090089",4,10
"HP143QE","E00090380",29,97
"HP143QE","E00090385",1,3
"HP143RH","E00090380",1,9
"HP143RH","E00090385",10,91
"HP143SP","E00090384",3,6
"HP143SP","E00090391",51,94
"HP143SX","E00090378",21,95
"HP143SX","E00090381",1,5
"HP143TD","E00090378",13,87
"HP143TD","E00090381",2,13
"HP143TQ","E00090390",7,44
"HP143TQ","E00090391",9,56
"HP143XF","E00090388",86,98
"HP143XF","E00090389",2,2
"HP143XR","E00090378",6,55
"HP143XR","E00090381",0,0
"HP143XR","E00090383",5,45
"HP143XT","E00090199",86,98
"HP143XT","E00090383",2,2
"HP144AJ","E00090020",62,91
"HP144AJ","E00090023",6,9
"HP144BS","E00090020",2,33
"HP144BS","E00090092",4,67
"HP144DD","E00090374",2,6
"HP144DD","E00090375",34,94
"HP144DH","E00090374",13,81
"HP144DH","E00090388",3,19
"HP144DW","E00090374",40,98
"HP144DW","E00090391",1,2
"HP144ED","E00090376",6,67
"HP144ED","E00145681",3,33
"HP144EQ","E00090020",13,22
"HP144EQ","E00090375",2,3
"HP144EQ","E00090376",43,74
"HP144JJ","E00090020",2,3
"HP144JJ","E00090023",61,97
"HP144QH","E00090166",43,91
"HP144QH","E00090168",4,9
"HP144RL","E00090160",4,8
"HP144RL","E00090168",47,92
"HP144RR","E00090163",23,92
"HP144RR","E00090166",2,8
"HP144RX","E00090158",55,90
"HP144RX","E00090161",6,10
"HP144RY","E00090163",46,79
"HP144RY","E00090166",12,21
"HP144SD","E00090158",39,91
"HP144SD","E00090161",4,9
"HP144UZ","E00090027",6,15
"HP144UZ","E00090152",14,35
"HP144UZ","E00090246",20,50
"HP156AD","E00090164",41,95
"HP156AD","E00090209",2,5
"HP156BS","E00090159",6,5
"HP156BS","E00090169",109,95
"HP156DN","E00090156",4,4
"HP156DN","E00090157",88,96
"HP156ED","E00089738",4,9
"HP156ED","E00090156",41,91
"HP156EF","E00089738",4,7
"HP156EF","E00090176",50,93
"HP156EG","E00090156",12,26
"HP156EG","E00090176",34,74
"HP156EW","E00089738",41,55
"HP156EW","E00090153",34,45
"HP156JA","E00089681",8,13
"HP156JA","E00089752",4,7
"HP156JA","E00090153",48,80
"HP156JE","E00089752",48,92
"HP156JE","E00090153",4,8
"HP156LJ","E00090155",33,89
"HP156LJ","E00090164",4,11
"HP156NU","E00090159",37,88
"HP156NU","E00165836",5,12
"HP156PE","E00089681",4,17
"HP156PE","E00090153",19,83
"HP156PY","E00089683",1,1
"HP156PY","E00089688",112,99
"HP156RP","E00089688",7,54
"HP156RP","E00089689",6,46
"HP156SB","E00165834",3,17
"HP156SB","E00165835",15,83
"HP156SG","E00089691",85,96
"HP156SG","E00165835",4,4
"HP156SJ","E00089691",9,32
"HP156SJ","E00165835",19,68
"HP156TX","E00089689",19,50
"HP156TX","E00165835",19,50
"HP156UZ","E00089681",3,4
"HP156UZ","E00089687",67,96
"HP157DE","E00090208",64,94
"HP157DE","E00165836",4,6
"HP157FE","E00172599",5,6
"HP157FE","E00172619",72,94
"HP157JH","E00090221",6,25
"HP157JH","E00165837",18,75
"HP157JY","E00090214",5,10
"HP157JY","E00165837",47,90
"HP157LW","E00090219",62,93
"HP157LW","E00090221",5,7
"HP160BG","E00089658",1,6
"HP160BG","E00089664",16,94
"HP160EU","E00089708",2,3
"HP160EU","E00089714",77,97
"HP160JA","E00089751",4,50
"HP160JA","E00090173",4,50
"HP160JH","E00089751",5,25
"HP160JH","E00090173",15,75
"HP160JQ","E00089751",31,76
"HP160JQ","E00090173",10,24
"HP160LX","E00089744",8,21
"HP160LX","E00089747",27,69
"HP160LX","E00089748",4,10
"HP160PQ","E00089743",22,73
"HP160PQ","E00089751",8,27
"HP160QF","E00089746",4,12
"HP160QF","E00089757",29,88
"HP160QU","E00089581",6,50
"HP160QU","E00089657",6,50
"HP160RF","E00089579",21,91
"HP160RF","E00089657",2,9
"HP160RP","E00089576",2,33
"HP160RP","E00089579",4,67
"HP160UA","E00089748",1,14
"HP160UA","E00089750",6,86
"HP169AH","E00089661",4,50
"HP169AH","E00089662",4,50
"HP169AJ","E00089660",10,71
"HP169AJ","E00089661",4,29
"HP169AQ","E00089660",1,14
"HP169AQ","E00089662",6,86
"HP169BT","E00089742",3,6
"HP169BT","E00089753",48,94
"HP169EB","E00089742",4,18
"HP169EB","E00089753",18,82
"HP169HR","E00089660",57,83
"HP169HR","E00089753",12,17
"HP169HT","E00089660",5,11
"HP169HT","E00089753",40,89
"HP169LE","E00089579",3,50
"HP169LE","E00089648",3,50
"HP169LS","E00089449",23,29
"HP169LS","E00089649",2,3
"HP169LS","E00089657",55,69
"HP169NP","E00089449",4,11
"HP169NP","E00089649",31,89
"HP169PE","E00089660",47,94
"HP169PE","E00089661",3,6
"HP169PT","E00090231",5,29
"HP169PT","E00090241",6,35
"HP169PT","E00090454",6,35
"HP169PW","E00089449",22,81
"HP169PW","E00090241",5,19
"HP169QY","E00089739",21,84
"HP169QY","E00090241",4,16
"HP169QZ","E00089739",7,44
"HP169QZ","E00090241",9,56
"HP169RN","E00090173",3,38
"HP169RN","E00090241",5,63
"HP170UE","E00090232",23,35
"HP170UE","E00090235",42,65
"HP170XH","E00090232",31,94
"HP170XH","E00090234",2,6
"HP178AB","E00089215",30,97
"HP178AB","E00089224",1,3
"HP178BG","E00089217",66,97
"HP178BG","E00089226",2,3
"HP178DS","E00089216",1,17
"HP178DS","E00089221",2,33
"HP178DS","E00089222",3,50
"HP178EJ","E00089217",2,4
"HP178EJ","E00089223",46,96
"HP178EL","E00089222",20,91
"HP178EL","E00089223",2,9
"HP178JY","E00089228",4,27
"HP178JY","E00089230",11,73
"HP178LN","E00089216",8,67
"HP178LN","E00089224",4,33
"HP178PB","E00089233",51,98
"HP178PB","E00089236",1,2
"HP178RS","E00089228",7,78
"HP178RS","E00089230",2,22
"HP178SF","E00089234",36,95
"HP178SF","E00089238",2,5
"HP178SX","E00090233",33,92
"HP178SX","E00090235",3,8
"HP178TP","E00089212",1,25
"HP178TP","E00089231",3,75
"HP178TU","E00089231",5,45
"HP178TU","E00089242",6,55
"HP178TX","E00089213",25,93
"HP178TX","E00089231",2,7
"HP178TY","E00089213",32,94
"HP178TY","E00089242",2,6
"HP178YL","E00089213",1,2
"HP178YL","E00089235",59,98
"HP178YN","E00089213",4,4
"HP178YN","E00089235",106,96
"HP179TX","E00090234",11,61
"HP179TX","E00090238",7,39
"HP180AH","E00089242",13,87
"HP180AH","E00089243",2,13
"HP180AQ","E00089242",46,88
"HP180AQ","E00089243",6,12
"HP180DE","E00089240",15,88
"HP180DE","E00089241",2,12
"HP180HA","E00089210",1,8
"HP180HA","E00089411",12,92
"HP180JY","E00089416",6,75
"HP180JY","E00169156",2,25
"HP180LQ","E00089419",3,5
"HP180LQ","E00089420",63,95
"HP180QD","E00089208",6,50
"HP180QD","E00089210",6,50
"HP180QE","E00089208",17,85
"HP180QE","E00089343",3,15
"HP180RA","E00089209",2,7
"HP180RA","E00169125",26,93
"HP180RB","E00089208",13,68
"HP180RB","E00089209",3,16
"HP180RB","E00169125",3,16
"HP180RH","E00089208",12,92
"HP180RH","E00089211",1,8
"HP180TA","E00089204",3,38
"HP180TA","E00169125",5,63
"HP180TD","E00169124",35,95
"HP180TD","E00169125",2,5
"HP180TF","E00169124",38,61
"HP180TF","E00169125",24,39
"HP180XB","E00089210",0,0
"HP180XB","E00089211",1,100
"HP180YH","E00169124",19,83
"HP180YH","E00169125",4,17
"HP189AG","E00089246",3,20
"HP189AG","E00089250",12,80
"HP189AL","E00089248",1,1
"HP189AL","E00089250",87,99
"HP189AW","E00089248",56,98
"HP189AW","E00089253",1,2
"HP189DP","E00089252",11,12
"HP189DP","E00089253",81,88
"HP189DZ","E00089246",75,97
"HP189DZ","E00089249",2,3
"HP189EW","E00089247",14,54
"HP189EW","E00089255",12,46
"HP189EZ","E00089053",6,75
"HP189EZ","E00089247",2,25
"HP189GD","E00089251",5,71
"HP189GD","E00089252",2,29
"HP189LA","E00089256",18,78
"HP189LA","E00089257",5,22
"HP189LG","E00089249",10,83
"HP189LG","E00089251",2,17
"HP189NB","E00089053",6,60
"HP189NB","E00089203",4,40
"HP189RP","E00089049",52,95
"HP189RP","E00089052",3,5
"HP189RQ","E00089048",7,64
"HP189RQ","E00089054",4,36
"HP189UP","E00089256",9,64
"HP189UP","E00145918",5,36
"HP189UR","E00089048",3,30
"HP189UR","E00089054",7,70
"HP189UZ","E00145208",2,40
"HP189UZ","E00169031",3,60
"HP190FX","E00089164",47,52
"HP190FX","E00089165",44,48
"HP197AB","E00169148",37,69
"HP197AB","E00169149",17,31
"HP197AF","E00169137",5,12
"HP197AF","E00169150",38,88
"HP197AN","E00169141",11,65
"HP197AN","E00169148",6,35
"HP197AS","E00169134",9,35
"HP197AS","E00169137",17,65
"HP197AW","E00169148",21,37
"HP197AW","E00169149",17,30
"HP197AW","E00169150",19,33
"HP197AX","E00169148",39,51
"HP197AX","E00169149",37,49
"HP197AY","E00169141",12,17
"HP197AY","E00169148",10,14
"HP197AY","E00169149",50,69
"HP197BA","E00169137",9,45
"HP197BA","E00169150",11,55
"HP197BG","E00169149",2,2
"HP197BG","E00169150",107,98
"HP197BQ","E00169149",13,39
"HP197BQ","E00169150",20,61
"HP197FB","E00089120",20,95
"HP197FB","E00089122",1,5
"HP197FY","E00089122",3,4
"HP197FY","E00169133",66,96
"HP197GA","E00169133",20,20
"HP197GA","E00169135",38,39
"HP197GA","E00169136",40,41
"HP197GD","E00169132",27,61
"HP197GD","E00169133",2,5
"HP197GD","E00169141",15,34
"HP197GE","E00169132",55,71
"HP197GE","E00169136",22,29
"HP197GF","E00169132",37,44
"HP197GF","E00169133",47,56
"HP197GJ","E00169132",20,43
"HP197GJ","E00169136",27,57
"HP197GL","E00169132",18,69
"HP197GL","E00169133",8,31
"HP197GQ","E00169132",9,18
"HP197GQ","E00169133",41,82
"HP197GW","E00169132",9,27
"HP197GW","E00169141",24,73
"HP197GY","E00169132",28,49
"HP197GY","E00169141",18,32
"HP197GY","E00169148",11,19
"HP197HA","E00169132",34,89
"HP197HA","E00169148",4,11
"HP197HF","E00169134",38,90
"HP197HF","E00169137",4,10
"HP197HG","E00169134",38,79
"HP197HG","E00169137",10,21
"HP197HP","E00169132",7,13
"HP197HP","E00169148",48,87
