"Postcode","OA_Code","Total","Percentage"
"BH228BX","E00103379",30,41
"BH228BZ","E00103334",75,99
"BH228BZ","E00103373",1,1
"BH228DA","E00103373",45,52
"BH228DA","E00103379",41,48
"BH228EN","E00103382",2,4
"BH228EN","E00103386",44,96
"BH228EP","E00103373",11,37
"BH228EP","E00103379",19,63
"BH228HP","E00103338",8,24
"BH228HP","E00103374",2,6
"BH228HP","E00103387",23,70
"BH228HQ","E00103333",42,95
"BH228HQ","E00103339",2,5
"BH228HT","E00103338",73,96
"BH228HT","E00103349",3,4
"BH228HW","E00103338",52,90
"BH228HW","E00103374",6,10
"BH228JJ","E00103338",14,39
"BH228JJ","E00103374",22,61
"BH228LE","E00103370",51,49
"BH228LE","E00171464",53,51
"BH228LJ","E00103370",61,59
"BH228LJ","E00171464",22,21
"BH228LJ","E00171465",20,19
"BH228LL","E00103373",8,40
"BH228LL","E00103379",12,60
"BH228LN","E00103370",40,37
"BH228LN","E00171465",67,63
"BH228ND","E00103373",2,3
"BH228ND","E00103376",76,97
"BH228NG","E00103373",2,25
"BH228NG","E00103376",6,75
"BH228NH","E00103373",11,92
"BH228NH","E00103376",1,8
"BH228QE","E00103374",31,74
"BH228QE","E00103378",11,26
"BH228QF","E00103374",5,5
"BH228QF","E00103387",102,95
"BH228QR","E00103374",111,94
"BH228QR","E00103378",7,6
"BH228QS","E00103375",134,85
"BH228QS","E00103378",4,3
"BH228QS","E00171465",19,12
"BH228QW","E00103377",68,97
"BH228QW","E00103380",2,3
"BH228QY","E00103375",55,59
"BH228QY","E00171465",39,41
"BH228SJ","E00103199",3,33
"BH228SJ","E00103386",6,67
"BH228TB","E00103383",12,44
"BH228TB","E00171465",15,56
"BH228UB","E00103376",17,33
"BH228UB","E00103386",34,67
"BH228XB","E00103345",139,99
"BH228XB","E00103346",2,1
"BH228XT","E00103321",2,100
"BH228XT","E00103324",0,0
"BH229AD","E00103370",49,98
"BH229AD","E00171465",1,2
"BH229AP","E00103370",31,94
"BH229AP","E00171465",2,6
"BH229BX","E00103366",3,7
"BH229BX","E00103371",38,93
"BH229EE","E00103366",75,97
"BH229EE","E00103371",2,3
"BH229HY","E00103322",5,14
"BH229HY","E00103325",30,86
"BH229JA","E00103317",5,71
"BH229JA","E00103320",2,29
"BH229JE","E00103319",4,7
"BH229JE","E00103325",49,91
"BH229JE","E00103326",1,2
"BH229JG","E00103320",2,5
"BH229JG","E00103326",36,95
"BH229LZ","E00103245",1,5
"BH229LZ","E00103416",19,95
"BH229PB","E00103321",12,92
"BH229PB","E00103322",1,8
"BH229QT","E00103248",59,97
"BH229QT","E00103252",2,3
"BH229RP","E00103324",2,6
"BH229RP","E00103330",34,94
"BH229SR","E00103328",37,95
"BH229SR","E00103330",2,5
"BH231AX","E00103174",2,4
"BH231AX","E00103186",53,96
"BH231BS","E00103203",9,35
"BH231BS","E00103212",17,65
"BH231DS","E00103203",3,17
"BH231DS","E00103207",15,83
"BH231DT","E00103203",14,93
"BH231DT","E00103207",1,7
"BH231EB","E00103177",38,54
"BH231EB","E00103203",32,46
"BH231GB","E00103203",9,75
"BH231GB","E00103207",3,25
"BH231LD","E00103176",3,18
"BH231LD","E00103187",14,82
"BH231PG","E00103176",9,82
"BH231PG","E00103187",2,18
"BH231RL","E00103208",2,8
"BH231RL","E00103210",23,92
"BH232DT","E00103163",20,49
"BH232DT","E00103169",21,51
"BH232DZ","E00103168",146,95
"BH232DZ","E00103172",7,5
"BH232EB","E00103170",2,5
"BH232EB","E00103172",38,95
"BH232EX","E00103116",28,93
"BH232EX","E00103189",2,7
"BH232HB","E00103189",3,5
"BH232HB","E00103191",53,95
"BH232NB","E00103121",2,6
"BH232NB","E00103122",32,94
"BH232TB","E00103190",2,25
"BH232TB","E00103192",6,75
"BH232TR","E00103115",4,10
"BH232TR","E00103166",35,90
"BH232UH","E00103166",18,53
"BH232UH","E00103167",16,47
"BH233BZ","E00103086",4,9
"BH233BZ","E00103088",40,91
"BH233EZ","E00103085",30,33
"BH233EZ","E00103087",62,67
"BH233HL","E00103100",1,2
"BH233HL","E00103175",41,98
"BH233HN","E00103098",0,0
"BH233HN","E00103100",3,6
"BH233HN","E00103175",44,94
"BH233JH","E00103175",5,5
"BH233JH","E00103180",90,95
"BH233JR","E00103178",33,94
"BH233JR","E00103181",2,6
"BH233JU","E00103175",4,6
"BH233JU","E00103178",59,94
"BH233JX","E00103135",31,79
"BH233JX","E00103181",8,21
"BH233LZ","E00103174",31,97
"BH233LZ","E00103175",1,3
"BH233NA","E00103175",1,2
"BH233NA","E00103179",55,98
"BH233NE","E00103175",2,4
"BH233NE","E00103179",53,96
"BH233NF","E00103175",1,3
"BH233NF","E00103180",32,97
"BH233NP","E00103128",4,29
"BH233NP","E00103179",10,71
"BH233NW","E00103128",26,87
"BH233NW","E00103179",4,13
"BH233RG","E00103084",102,86
"BH233RG","E00103100",16,14
"BH233RN","E00103142",56,97
"BH233RN","E00103145",2,3
"BH233SL","E00103132",41,93
"BH233SL","E00103142",3,7
"BH234DZ","E00103140",34,94
"BH234DZ","E00103144",2,6
"BH234EE","E00103140",37,97
"BH234EE","E00103144",1,3
"BH234ER","E00103129",1,2
"BH234ER","E00103138",58,98
"BH234HS","E00103226",2,40
"BH234HS","E00103231",3,60
"BH234HU","E00103217",4,36
"BH234HU","E00103226",7,64
"BH234HU","E00103231",0,0
"BH234QN","E00103223",5,14
"BH234QN","E00103226",27,75
"BH234QN","E00103231",4,11
"BH234RW","E00103155",5,14
"BH234RW","E00103232",32,86
"BH234SQ","E00103141",2,4
"BH234SQ","E00103143",45,96
"BH234UH","E00103221",1,17
"BH234UH","E00103222",5,83
"BH234UL","E00103222",17,39
"BH234UL","E00103225",27,61
"BH235BP","E00103149",4,80
"BH235BP","E00103150",1,20
"BH235EB","E00103106",46,73
"BH235EB","E00103113",17,27
"BH235HN","E00103108",81,90
"BH235HN","E00103113",9,10
"BH235HQ","E00103101",7,50
"BH235HQ","E00103109",7,50
"BH235HW","E00103112",51,96
"BH235HW","E00103113",2,4
"BH235LA","E00103109",47,96
"BH235LA","E00103114",2,4
"BH235LT","E00103112",22,96
"BH235LT","E00103149",1,4
"BH235LW","E00103149",87,96
"BH235LW","E00103150",4,4
"BH235PW","E00103148",12,92
"BH235PW","E00103157",1,8
"BH235PY","E00103148",107,91
"BH235PY","E00103156",10,9
"BH235QD","E00103147",76,97
"BH235QD","E00117148",2,3
"BH236AQ","E00103188",1,2
"BH236AQ","E00103193",42,98
"BH236AW","E00103199",50,96
"BH236AW","E00103397",2,4
"BH237AJ","E00103083",10,36
"BH237AJ","E00116840",18,64
"BH237JR","E00103069",35,88
"BH237JR","E00103080",5,13
"BH238AL","E00116836",5,31
"BH238AL","E00117198",11,69
"BH238AP","E00116837",21,91
"BH238AP","E00117198",2,9
"BH238AQ","E00116831",38,95
"BH238AQ","E00116832",2,5
"BH238BH","E00116834",50,94
"BH238BH","E00116840",3,6
"BH238BN","E00116837",2,3
"BH238BN","E00116839",71,97
"BH238BQ","E00116837",12,86
"BH238BQ","E00117198",2,14
"BH238DE","E00116843",13,43
"BH238DE","E00117198",17,57
"BH238DF","E00116843",15,45
"BH238DF","E00117198",18,55
"BH238EN","E00116834",8,50
"BH238EN","E00116840",8,50
"BH238FD","E00116840",26,76
"BH238FD","E00116841",8,24
"BH238HH","E00116838",5,45
"BH238HH","E00116839",6,55
"BH238JE","E00116838",91,96
"BH238JE","E00116842",4,4
"BH238JX","E00103083",7,15
"BH238JX","E00116842",40,85
"BH241AG","E00117223",6,60
"BH241AG","E00117226",4,40
"BH241AJ","E00117222",46,98
"BH241AJ","E00117223",1,2
"BH241AR","E00117222",7,26
"BH241AR","E00117223",20,74
"BH241DN","E00117223",25,96
"BH241DN","E00117226",1,4
"BH241ED","E00117222",7,54
"BH241ED","E00117223",6,46
"BH241EG","E00117223",55,46
"BH241EG","E00117231",65,54
"BH241ET","E00117222",7,64
"BH241ET","E00117223",4,36
"BH241GS","E00117204",8,62
"BH241GS","E00117205",5,38
"BH241GZ","E00117200",11,73
"BH241GZ","E00117208",4,27
"BH241HB","E00117223",1,14
"BH241HB","E00117226",6,86
"BH241HT","E00117203",16,55
"BH241HT","E00117204",13,45
"BH241HU","E00117209",58,95
"BH241HU","E00117210",3,5
"BH241JH","E00117202",18,75
"BH241JH","E00117213",6,25
"BH241JL","E00117204",25,38
"BH241JL","E00117209",41,62
"BH241NP","E00117229",69,90
"BH241NP","E00117233",8,10
"BH241NR","E00117227",5,31
"BH241NR","E00117228",11,69
"BH241RH","E00117207",67,97
"BH241RH","E00117211",2,3
"BH241RS","E00117205",3,9
"BH241RS","E00117207",32,91
"BH241SG","E00117204",73,96
"BH241SG","E00117209",3,4
"BH241TU","E00117204",134,98
"BH241TU","E00117217",3,2
"BH241UB","E00117200",17,89
"BH241UB","E00117214",2,11
"BH241UN","E00117195",38,48
"BH241UN","E00117220",38,48
"BH241UN","E00117236",3,4
"BH241UP","E00117202",5,6
"BH241UP","E00117213",79,94
"BH241US","E00117220",30,94
"BH241US","E00117236",2,6
"BH242AL","E00103393",2,6
"BH242AL","E00103396",30,94
"BH242EJ","E00103390",2,4
"BH242EJ","E00103407",46,96
"BH242LP","E00103402",31,65
"BH242LP","E00103406",17,35
"BH242LS","E00103402",16,31
"BH242LS","E00103411",35,69
"BH242LT","E00103400",20,59
"BH242LT","E00103411",14,41
"BH242LX","E00103400",4,17
"BH242LX","E00103412",19,83
"BH242LY","E00103394",8,33
"BH242LY","E00103412",16,67
"BH242LZ","E00103394",18,40
"BH242LZ","E00103412",27,60
"BH242NR","E00103406",8,33
"BH242NR","E00103411",16,67
"BH242NX","E00103398",3,5
"BH242NX","E00103399",55,95
"BH242PA","E00103399",1,2
"BH242PA","E00103400",6,12
"BH242PA","E00103402",42,86
"BH242PS","E00103405",9,82
"BH242PS","E00103406",2,18
"BH243AQ","E00117228",8,21
"BH243AQ","E00117231",31,79
"BH243AS","E00117218",102,98
"BH243AS","E00117234",2,2
"BH243BW","E00117197",7,54
"BH243BW","E00117235",6,46
"BH243BZ","E00117190",2,13
"BH243BZ","E00117193",14,88
"BH243DB","E00117193",6,55
"BH243DB","E00117194",5,45
"BH243DR","E00117191",3,13
"BH243DR","E00117192",20,87
"BH243DZ","E00117190",103,95
"BH243DZ","E00117233",5,5
"BH243EA","E00117190",30,57
"BH243EA","E00117233",23,43
"BH243EP","E00117229",10,71
"BH243EP","E00117230",4,29
"BH243EZ","E00117218",1,7
"BH243EZ","E00117234",14,93
"BH243FD","E00117229",5,24
"BH243FD","E00117230",16,76
"BH243HT","E00116996",34,65
"BH243HT","E00117194",18,35
"BH243HX","E00116996",13,59
"BH243HX","E00117189",9,41
"BH243JN","E00117189",52,93
"BH243JN","E00117214",4,7
"BH243JX","E00117189",25,54
"BH243JX","E00117216",21,46
"BH243JY","E00117199",34,69
"BH243JY","E00117215",15,31
"BH243JZ","E00117199",7,10
"BH243JZ","E00117215",55,81
"BH243JZ","E00117216",6,9
"BH243LD","E00116995",19,83
"BH243LD","E00117215",4,17
"BH243ND","E00116995",2,22
"BH243ND","E00116999",7,78
"BH243NN","E00116996",2,18
"BH243NN","E00116998",9,82
"BH243PA","E00116995",4,29
"BH243PA","E00117201",10,71
"BH243PB","E00116995",69,93
"BH243PB","E00117201",5,7
"BH243QY","E00116996",25,83
"BH243QY","E00117000",5,17
"BH244AB","E00116846",1,7
"BH244AB","E00116849",14,93
"BH244AF","E00116846",12,80
"BH244AF","E00116847",3,20
"BH244BS","E00116846",12,92
"BH244BS","E00116849",1,8
"BH244BU","E00116847",27,93
"BH244BU","E00116849",2,7
"BH244HF","E00116845",9,82
"BH244HF","E00116847",2,18
"BH255AA","E00116794",11,18
"BH255AA","E00116798",49,82
"BH255AD","E00116797",2,3
"BH255AD","E00116798",65,97
"BH255AL","E00116794",5,16
"BH255AL","E00171461",27,84
"BH255AR","E00116794",30,50
"BH255AR","E00116967",26,43
"BH255AR","E00171460",4,7
"BH255BE","E00116799",21,32
"BH255BE","E00117147",44,68
"BH255BJ","E00116799",10,34
"BH255BJ","E00117147",19,66
"BH255BQ","E00116790",16,20
"BH255BQ","E00116799",64,80
"BH255BX","E00116791",81,75
"BH255BX","E00117147",27,25
"BH255DR","E00116966",45,96
"BH255DR","E00116967",2,4
"BH255GY","E00116967",8,25
"BH255GY","E00171459",24,75
"BH255GZ","E00116967",10,8
"BH255GZ","E00171459",12,9
"BH255GZ","E00171460",111,83
"BH255JR","E00116953",2,4
"BH255JR","E00116959",45,96
"BH255JT","E00116788",20,91
"BH255JT","E00116789",2,9
"BH255LA","E00116787",5,26
"BH255LA","E00116953",14,74
"BH255NF","E00116784",20,83
"BH255NF","E00117165",4,17
"BH255NN","E00116955",5,83
"BH255NN","E00116961",1,17
"BH255QB","E00116797",8,16
"BH255QB","E00116800",42,84
"BH255QG","E00116796",49,75
"BH255QG","E00116797",9,14
"BH255QG","E00116800",7,11
"BH255QQ","E00116956",2,3
"BH255QQ","E00116966",62,97
"BH255QS","E00116781",3,27
"BH255QS","E00116787",8,73
"BH255QT","E00116783",1,6
"BH255QT","E00116787",15,94
"BH255QU","E00116783",17,77
"BH255QU","E00116966",5,23
"BH255RG","E00116797",11,85
"BH255RG","E00116800",2,15
"BH255SL","E00116781",24,86
"BH255SL","E00117045",4,14
"BH255TA","E00116782",4,6
"BH255TA","E00116784",67,94
"BH255TW","E00116782",7,78
"BH255TW","E00116859",2,22
"BH255UA","E00116781",11,79
"BH255UA","E00116859",3,21
"BH255WR","E00116953",12,57
"BH255WR","E00116959",9,43
"BH255XP","E00116793",27,93
"BH255XP","E00116794",2,7
"BH256BT","E00117156",64,97
"BH256BT","E00117158",2,3
"BH256BW","E00116791",12,40
"BH256BW","E00117147",18,60
"BH256DJ","E00117149",5,21
"BH256DJ","E00117152",19,79
"BH256EL","E00117161",35,73
"BH256EL","E00117164",13,27
"BH256FD","E00117159",6,60
"BH256FD","E00117161",4,40
"BH256HD","E00117150",2,6
"BH256HD","E00117166",32,94
"BH256JP","E00117151",20,83
"BH256JP","E00117154",4,17
"BH256LU","E00117150",12,52
"BH256LU","E00117154",11,48
"BH256NF","E00117149",82,99
"BH256NF","E00117152",1,1
"BH256PP","E00116779",5,18
"BH256PP","E00116801",23,82
"BH256PQ","E00117150",74,99
"BH256PQ","E00117166",1,1
"BH256QB","E00116761",49,86
"BH256QB","E00116779",8,14
"BH256QE","E00116761",2,7
"BH256QE","E00116780",28,93
"BH256QF","E00116761",77,97
"BH256QF","E00116769",2,3
"BH256QJ","E00116779",3,9
"BH256QJ","E00117148",4,12
"BH256QJ","E00117167",27,79
"BH256RZ","E00117161",38,93
"BH256RZ","E00117164",3,7
"BH256SL","E00117159",50,98
"BH256SL","E00117161",1,2
"BH256SP","E00117159",138,98
"BH256SP","E00117161",3,2
"BH257AS","E00116802",49,96
"BH257AS","E00116805",2,4
"BH257BL","E00116792",93,93
"BH257BL","E00116802",7,7
"BH257BP","E00116770",24,96
"BH257BP","E00116801",1,4
"BH257DH","E00116776",46,85
"BH257DH","E00116778",8,15
"BH257DJ","E00116776",2,2
"BH257DJ","E00116778",82,98
"BH257EP","E00116770",2,4
"BH257EP","E00116779",50,96
"BH257ER","E00116778",15,88
"BH257ER","E00116804",2,12
"BH257FE","E00116792",17,65
"BH257FE","E00116802",9,35
"BH257FG","E00116776",4,50
"BH257FG","E00116778",4,50
"BH257JB","E00116779",4,5
"BH257JB","E00116780",77,95
"BH257PG","E00116763",90,95
"BH257PG","E00116773",5,5
"BH257QE","E00116761",8,50
"BH257QE","E00116773",8,50
"BH257QS","E00116776",3,60
"BH257QS","E00116778",2,40
"BH2 5DP","E00172755",1,1
"BH2 5DP","E00172757",85,99
"BH2 5EG","E00077699",3,75
"BH2 5EG","E00077703",1,25
"BH2 5JT","E00077693",4,15
"BH2 5JT","E00077704",23,85
"BH2 5LU","E00172755",5,33
"BH2 5LU","E00172757",10,67
"BH2 5NN","E00077699",7,19
"BH2 5NN","E00172755",30,81
"BH2 5PG","E00077693",2,3
"BH2 5PG","E00077703",72,97
"BH2 5QZ","E00077267",4,3
"BH2 5QZ","E00077268",134,97
"BH2 5RY","E00077258",46,92
"BH2 5RY","E00077268",4,8
"BH2 6AB","E00172733",3,2
"BH2 6AB","E00172764",154,98
"BH2 6AE","E00077259",13,59
"BH2 6AE","E00077264",9,41
"BH2 6AL","E00077714",4,5
"BH2 6AL","E00172764",81,95
"BH2 6BB","E00077579",1,4
"BH2 6BB","E00077580",22,96
"BH2 6JJ","E00172743",26,87
"BH2 6JJ","E00172763",4,13
"BH316BL","E00103467",5,3
"BH316BL","E00103468",146,97
"BH316BX","E00103455",72,43
"BH316BX","E00103466",94,57
"BH316BY","E00103433",20,23
"BH316BY","E00103456",55,63
"BH316BY","E00103471",13,15
"BH316BZ","E00103454",32,78
"BH316BZ","E00103466",9,22
"BH316DT","E00103444",58,94
"BH316DT","E00103458",4,6
"BH316EA","E00103444",21,84
"BH316EA","E00103448",4,16
"BH316ER","E00103459",52,95
"BH316ER","E00103464",3,5
"BH316EU","E00103454",27,82
"BH316EU","E00103457",6,18
"BH316GD","E00103462",16,42
"BH316GD","E00103470",22,58
"BH316GE","E00171467",51,37
"BH316GE","E00171469",88,63
"BH316GH","E00171467",34,53
"BH316GH","E00171469",30,47
"BH316HA","E00103454",8,57
"BH316HA","E00103466",6,43
"BH316JA","E00103435",8,50
"BH316JA","E00103450",8,50
"BH316JD","E00103433",4,5
"BH316JD","E00103453",77,95
"BH316JE","E00103449",3,3
"BH316JE","E00103450",85,97
"BH316LN","E00103440",9,82
"BH316LN","E00103465",2,18
"BH316PX","E00103443",47,84
"BH316PX","E00103445",9,16
"BH316TN","E00103434",67,97
"BH316TN","E00103471",2,3
"BH316TZ","E00103434",9,45
"BH316TZ","E00103471",11,55
"BH316UT","E00103444",16,22
"BH316UT","E00103458",58,78
"BH317AB","E00103465",37,97
"BH317AB","E00103473",1,3
"BH317AF","E00103463",2,7
"BH317AF","E00103467",28,93
"BH317AQ","E00103440",15,94
"BH317AQ","E00103441",1,6
"BH317LE","E00103313",2,10
"BH317LE","E00103314",19,90
"BH317PU","E00103438",2,3
"BH317PU","E00103439",0,0
"BH317PU","E00103442",57,97
"BH317PY","E00103439",7,58
"BH317PY","E00103441",5,42
"BH317QA","E00103465",3,38
"BH317QA","E00103472",5,63
"BH3 7JA","E00077584",29,88
"BH3 7JA","E00077594",4,12
"BH3 7JE","E00077583",109,96
"BH3 7JE","E00077584",4,4
"BH3 7LD","E00077575",9,15
"BH3 7LD","E00077738",53,85
"BH3 7NE","E00077587",10,83
"BH3 7NE","E00077737",2,17
"BH4 8AH","E00077720",3,13
"BH4 8AH","E00077721",20,87
"BH4 8BL","E00077698",10,25
"BH4 8BL","E00077723",30,75
"BH4 8BT","E00077704",86,97
"BH4 8BT","E00077721",3,3
"BH4 8DB","E00077721",42,81
"BH4 8DB","E00077726",10,19
"BH4 8DX","E00077712",100,97
"BH4 8DX","E00077719",3,3
"BH4 8EW","E00077691",69,88
"BH4 8EW","E00077723",9,12
"BH4 8HD","E00077691",2,2
"BH4 8HD","E00077701",97,98
"BH4 8JH","E00077694",26,63
"BH4 8JH","E00077884",15,37
"BH4 8JN","E00077701",13,87
"BH4 8JN","E00077884",2,13
"BH4 8JW","E00077701",97,98
"BH4 8JW","E00077884",2,2
"BH4 9AA","E00077695",3,9
"BH4 9AA","E00077719",29,91
"BH4 9AN","E00077696",2,5
"BH4 9AN","E00077712",41,95
"BH4 9AU","E00077695",2,15
"BH4 9AU","E00077719",11,85
"BH4 9HJ","E00077695",14,74
"BH4 9HJ","E00077719",5,26
"BH4 9HZ","E00077577",41,95
"BH4 9HZ","E00077798",2,5
"BH4 9JS","E00077576",47,89
"BH4 9JS","E00077599",6,11
"BH5 1AB","E00077227",3,4
"BH5 1AB","E00172760",65,96
"BH5 1AF","E00172747",61,34
"BH5 1AF","E00172751",118,66
"BH5 1BL","E00077227",103,87
"BH5 1BL","E00172756",16,13
"BH5 1BS","E00172756",29,94
"BH5 1BS","E00172761",2,6
"BH5 1EB","E00077217",115,98
"BH5 1EB","E00077242",2,2
"BH5 1EU","E00077242",42,82
"BH5 1EU","E00172736",9,18
"BH5 1HL","E00077185",85,77
"BH5 1HL","E00172741",22,20
"BH5 1HL","E00172762",4,4
"BH5 1HN","E00077185",85,76
"BH5 1HN","E00077213",27,24
"BH5 1JG","E00077197",7,29
"BH5 1JG","E00077224",17,71
"BH5 1JQ","E00077195",36,44
"BH5 1JQ","E00077226",46,56
"BH5 1LX","E00077197",1,2
"BH5 1LX","E00077224",40,98
"BH5 1NA","E00077187",2,11
"BH5 1NA","E00077194",17,89
"BH5 2AF","E00077187",4,12
"BH5 2AF","E00077190",29,88
"BH5 2AS","E00077189",1,1
"BH5 2AS","E00077191",89,99
"BH5 2AT","E00077183",31,79
"BH5 2AT","E00077186",5,13
"BH5 2AT","E00077207",3,8
"BH5 2AU","E00077186",2,50
"BH5 2AU","E00077190",2,50
"BH5 2AW","E00077189",5,14
"BH5 2AW","E00077191",30,86
"BH5 2AY","E00077183",2,1
"BH5 2AY","E00077186",134,99
"BH5 2EG","E00077194",54,98
"BH5 2EG","E00077196",1,2
"BH5 2ER","E00077180",5,7
"BH5 2ER","E00077193",66,93
"BH5 2HA","E00077183",4,8
"BH5 2HA","E00077207",45,92
"BH5 2JA","E00077189",4,80
"BH5 2JA","E00077192",1,20
"BH5 2JH","E00077184",112,93
"BH5 2JH","E00077207",9,7
"BH5 2JZ","E00077202",152,99
"BH5 2JZ","E00077208",1,1
"BH6 3DA","E00077316",4,9
"BH6 3DA","E00077666",43,91
"BH6 3ER","E00077323",1,2
"BH6 3ER","E00077344",50,98
"BH6 3HP","E00077316",7,41
"BH6 3HP","E00077688",10,59
"BH6 3JE","E00077344",57,95
"BH6 3JE","E00077347",3,5
"BH6 3JG","E00077345",28,67
"BH6 3JG","E00077688",14,33
"BH6 3JH","E00077345",10,48
"BH6 3JH","E00077688",11,52
"BH6 3JJ","E00077335",4,80
"BH6 3JJ","E00077684",1,20
"BH6 3JL","E00077335",47,47
"BH6 3JL","E00077680",54,53
"BH6 3PR","E00077670",40,66
"BH6 3PR","E00077686",21,34
"BH6 3PS","E00077670",2,5
"BH6 3PS","E00077686",40,95
"BH6 3QL","E00077666",40,98
"BH6 3QL","E00077670",1,2
"BH6 3TB","E00077661",59,91
"BH6 3TB","E00077672",6,9
"BH6 4AP","E00077326",59,95
"BH6 4AP","E00077329",3,5
"BH6 4AR","E00077326",17,35
"BH6 4AR","E00077329",31,65
"BH6 4BA","E00077328",3,43
"BH6 4BA","E00077331",4,57
"BH6 4BH","E00077328",2,9
"BH6 4BH","E00077330",21,91
"BH6 5AA","E00077192",43,64
"BH6 5AA","E00077665",24,36
"BH6 5BL","E00077678",80,99
"BH6 5BL","E00077681",1,1
"BH6 5BP","E00077676",3,13
"BH6 5BP","E00077679",20,87
"BH6 5BT","E00077679",5,19
"BH6 5BT","E00077682",22,81
"BH6 5DP","E00077679",1,3
"BH6 5DP","E00077685",32,97
"BH6 5ED","E00077664",2,2
"BH6 5ED","E00077685",95,98
"BH6 5FZ","E00077675",6,43
"BH6 5FZ","E00077676",8,57
"BH6 5HR","E00077200",91,72
"BH6 5HR","E00077683",36,28
"BH6 5HU","E00077201",36,36
"BH6 5HU","E00077683",63,64
"BH6 5HX","E00077209",3,18
"BH6 5HX","E00077683",14,82
"BH6 5LH","E00077333",27,56
"BH6 5LH","E00077674",21,44
"BH6 5LJ","E00077333",43,55
"BH6 5LJ","E00077674",35,45
"BH6 5LL","E00077333",44,38
"BH6 5LL","E00077673",73,62
"BH6 5NA","E00077678",2,8
"BH6 5NA","E00077681",23,92
"BH6 5NB","E00077319",96,92
"BH6 5NB","E00077332",3,3
"BH6 5NB","E00077338",5,5
"BH6 5NS","E00077208",35,80
"BH6 5NS","E00077441",9,20
"BH6 5PU","E00077431",2,3
"BH6 5PU","E00077438",60,97
"BH6 5QD","E00077427",87,96
"BH6 5QD","E00077438",4,4
"BH6 5QE","E00077415",2,20
"BH6 5QE","E00077427",2,20
"BH6 5QE","E00077431",6,60
"BH6 5RF","E00077414",2,11
"BH6 5RF","E00077427",16,89
"BH7 6DF","E00077182",22,96
"BH7 6DF","E00077204",1,4
"BH7 6DW","E00077199",6,14
"BH7 6DW","E00077202",36,86
"BH7 6EY","E00077188",46,94
"BH7 6EY","E00077211",3,6
"BH7 6HY","E00077182",1,2
"BH7 6HY","E00077205",63,98
"BH7 6JT","E00077206",87,98
"BH7 6JT","E00077207",2,2
"BH7 6PE","E00077442",1,1
"BH7 6PE","E00077443",100,99
"BH7 6PQ","E00077430",37,95
"BH7 6PQ","E00077432",2,5
"BH7 6PT","E00077439",2,25
"BH7 6PT","E00077443",6,75
"BH7 6PZ","E00077420",72,96
"BH7 6PZ","E00077432",3,4
"BH7 6RZ","E00077435",3,5
"BH7 6RZ","E00077436",62,95
"BH7 7AQ","E00077425",75,87
"BH7 7AQ","E00077428",11,13
"BH7 7BQ","E00077422",1,4
"BH7 7BQ","E00077426",25,96
"BH7 7DW","E00172729",1,1
"BH7 7DW","E00172730",97,99
"BH8 0AN","E00077603",28,24
"BH8 0AN","E00077623",39,34
"BH8 0AN","E00077625",12,10
"BH8 0AN","E00077626",36,31
"BH8 0BA","E00077621",23,55
"BH8 0BA","E00077623",19,45
"BH8 0BB","E00077603",25,43
"BH8 0BB","E00077623",33,57
"BH8 0BD","E00077603",107,88
"BH8 0BD","E00077623",14,12
"BH8 0BG","E00077603",12,71
"BH8 0BG","E00077623",5,29
"BH8 0DG","E00077550",5,50
"BH8 0DG","E00077607",5,50
"BH8 0DL","E00077550",4,33
"BH8 0DL","E00077607",8,67
"BH8 0DX","E00077561",17,11
"BH8 0DX","E00077568",136,89
"BH8 0DZ","E00077558",6,29
"BH8 0DZ","E00077614",15,71
"BH8 0EE","E00077550",58,97
"BH8 0EE","E00103199",2,3
"BH8 0EG","E00077607",22,48
"BH8 0EG","E00077627",24,52
"BH8 0EQ","E00077603",6,43
"BH8 0EQ","E00077620",8,57
"BH8 0JG","E00077561",5,11
"BH8 0JG","E00077568",41,89
"BH8 8AT","E00077299",17,71
"BH8 8AT","E00077301",3,13
"BH8 8AT","E00172753",4,17
"BH8 8BG","E00077487",13,87
"BH8 8BG","E00077489",2,13
"BH8 8BN","E00077287",1,4
"BH8 8BN","E00077290",25,96
"BH8 8DJ","E00077479",20,69
"BH8 8DJ","E00077493",9,31
"BH8 8FJ","E00077290",7,26
"BH8 8FJ","E00172753",20,74
"BH8 8NT","E00172750",7,22
"BH8 8NT","E00172753",25,78
"BH8 8PD","E00077479",44,92
"BH8 8PD","E00077493",4,8
"BH8 8PJ","E00077479",79,87
"BH8 8PJ","E00077493",12,13
"BH8 8PS","E00077479",73,81
"BH8 8PS","E00077492",17,19
"BH8 8QP","E00077477",1,5
"BH8 8QP","E00077482",19,95
"BH8 8RL","E00077477",3,6
"BH8 8RL","E00077487",47,94
"BH8 8RT","E00077484",25,16
"BH8 8RT","E00077486",127,84
"BH8 8SN","E00077477",2,4
"BH8 8SN","E00077482",53,96
"BH8 8TH","E00172727",94,58
"BH8 8TH","E00172732",46,28
"BH8 8TH","E00172735",23,14
"BH8 8UA","E00172727",71,31
"BH8 8UA","E00172732",24,10
"BH8 8UA","E00172735",136,59
"BH8 9AA","E00077277",11,42
"BH8 9AA","E00077285",15,58
"BH8 9DJ","E00077483",2,3
"BH8 9DJ","E00077508",72,97
"BH8 9DR","E00077506",62,98
"BH8 9DR","E00077508",1,2
"BH8 9DX","E00077507",5,13
"BH8 9DX","E00077508",33,87
